"title","authors","issue","abstract"
"小事情、大幸福：互动仪式链理论视角下服务仪式对品牌福祉的影响","卫海英1,王颖1,冉雅璇2(),张逸石1(),舒丽芳1","2018 Vol. 26 Issue (7)  1141-1151<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01141","当前中国品牌消费全线升级, 人们期望品牌不仅满足其功能需求, 还能带来情感寄托和精神慰藉, 因此如何通过品牌为消费者谋取更多的幸福和长远利益即品牌福祉, 已成为时代的挑战。事实上, 品牌能否带来福祉, 在很大程度上有赖于企业与消费者的良性互动。作为当下企业广泛采用的互动形式之一——服务仪式可能成为培育和提升品牌福祉的一种有效方式。基于此, 研究拟以互动仪式链理论为视角, 构建品牌福祉的概念和结构, 剖析服务仪式的组成要素和关键类型, 建构并验证服务仪式和品牌福祉关系的理论模型, 探讨企业共创导向和自我品牌一致性的调节作用。预期结果将有效促进品牌管理、积极心理学、服务管理三领域的融合, 在实践上也可为企业扩展和提升品牌建设提供有效指导。"
"企业社会责任与员工绩效的关系：一项元分析","刘俊,秦传燕()","2018 Vol. 26 Issue (7)  1152-1164<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01152","企业社会责任与员工绩效的关系正逐渐成为企业管理的热门话题, 且学者们的研究结论存在不一致。本研究在文献整理的基础上, 使用元分析方法探索了企业社会责任与员工绩效之间的关系。一共35篇实证文献被纳入元分析, 效应值为140个, 被试人数达到11690名。元分析结果显示, 企业履行社会责任与员工绩效总体(r = 0.38)以及任务绩效(r = 0.45)、关系绩效(r = 0.37)两个维度都存在中度的正相关。不确定性规避、个人主义倾向对企业社会责任与员工绩效关系的调节作用都不显著; 经济水平、行业特征的调节效应显著：在经济水平较发达的地区, 这一相关关系更强; 制造业中这一关系也比服务业更强。"
"现代舞训练与弦乐训练对脑灰质体积的差异影响","李谷静,李薪,贺辉,罗程,尧德中()","2018 Vol. 26 Issue (7)  1165-1173<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01165","目前舞蹈与音乐两种训练对脑灰质结构影响的差异尚不明确。本研究利用基于体素的形态学分析方法(voxel-based morphometry, VBM), 比较现代舞训练被试、弦乐训练被试与对照组被试的脑结构磁共振数据。结果表明现代舞训练组在涉及感觉运动控制的皮层、皮层下结构及小脑多个区域出现灰质体积的显著增加与减少; 弦乐训练组则在与音乐训练直接相关的听-动-读皮层出现灰质体积的显著增加。这一发现提示现代舞训练可能系统性地影响广泛脑区的灰质结构, 弦乐训练可能局部地改变了具体功能脑区的灰质结构, 两种训练对脑灰质结构的影响模式存在差异。"
"手写体文字识别的特点及神经机制","任晓倩1,方娴1,隋雪1(),吴岩2()","2018 Vol. 26 Issue (7)  1174-1185<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01174","手写体文字与打印体文字的识别过程存在很大差异, 与打印体文字相比, 手写体文字的识别受文本材料的影响更大, 具体包括文字的物理结构特性、文字特性、书写风格等。有关神经机制的研究发现, 手写体文字识别加工所涉及的脑区与打印体文字有所区别, 它既包含识别打印体文字的枕叶和外侧额顶叶, 还涉及到手写体文字识别的文化特异性脑区, 包括左后侧运动皮层, 外侧前额叶和后侧顶叶皮层。手写体文字加工既涉及整体加工, 也涉及特征加工, 加工方式既有其特异性, 又有与打印体文字的共同之处。未来研究应该进一步探究大脑在识别手写体文字时, 怎样在嘈杂的视觉信息中提取目标词, 并考虑手写体文字识别理论模型的构建, 以便更好地解释手写体文字的识别过程。"
"视觉表象个体差异及其神经基础","叶晓燕1,张得龙1,常松2,刘鸣1()","2018 Vol. 26 Issue (7)  1186-1192<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01186","视觉表象涉及人类一种重要信息表征方式, 与工作记忆和注意相比, 视觉表象研究更为关注其所产生的主观内容, 而这一主观内容的产生存在明显的个体差异。本文从个体差异的角度, 系统介绍了视觉表象个体差异的表现与内在的神经基础及其可能的应用, 并展望了未来的研究方向。本研究将有助于对视觉表象个体差异的认识, 促进视觉表象功能与实质问题研究的进一步开展。"
"早期应激对情绪调节的影响及其神经机制","张慧会,张亮()","2018 Vol. 26 Issue (7)  1193-1203<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01193","在个体生命早期遭遇的长期或重大的应激经历会显著增加个体罹患抑郁、焦虑等心理疾患的风险, 而情绪调节能力的损伤是引发这些心理疾患的重要因素之一。以人类为对象的行为实验和调查研究表明, 早期应激不仅会影响日常生活中情绪调节策略的使用, 还会对情绪调节能力造成影响, 其影响方向可能与早期应激的严重程度有关。目前, 大部分研究表明严重的早期应激会损伤情绪调节能力, 但中度的早期应激也可能提高情绪调节能力。更为整合性的研究表明情绪调节能力中介了早期应激和各类疾患之间的关系。进一步, 我们从神经层面上阐述了早期应激对情绪调节相关脑区和神经环路的影响。未来研究应当注意控制无关变量, 进一步探究不同早期应激对于情绪调节的影响。"
"信任的遗传基础：来自基因的证据","董妍(),于晓琪,李哲能","2018 Vol. 26 Issue (7)  1204-1212<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01204","信任主要受到生物学因素和环境因素的共同影响。采用定量与分子遗传学的研究发现, 与信任相关的基因有催产素受体基因、5-羟色胺转运体基因、抗利尿素1a受体基因。从生物学内部因素来看, 基因影响荷尔蒙的产生和释放, 荷尔蒙和特定脑区的活动又会影响信任; 从基因与环境的相互作用理论来看, 基因在环境与信任之间可能起到了调节作用。未来有必要开展多层面的研究, 从更加系统的视角来看待信任的发生发展机制, 进一步确认基因在信任的遗传机制中所起到的作用。"
"光照的警觉性作用","毛天欣1,熊晓1,李静华1,姚颖1,杨健1,李笑然3,周国富2,3()","2018 Vol. 26 Issue (7)  1213-1222<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01213","光照除了传统的视觉作用外, 还具有一定的非视觉效应, 包括调节昼夜节律、褪黑素分泌和警觉性等生理功能和行为表现。随着光照对生理节律影响研究的不断深入, 近来很多学者开始关注光照的警觉性作用。我们根据最新研究进展总结了：(1)警觉性的测量工具; (2)光照强度、时长、时间点、波长、色温等对光照警觉性作用的影响; (3)光照在治疗情绪障碍、调节生理节律、完善办公照明方面的应用; (4)提出了继续探讨光照警觉性作用的神经机制、优化参数特征和探讨混淆变量的研究方向。"
"自闭症早期预警：联合注意和共情的发生发展及影响因素","康一奇,种霞,吴南()","2018 Vol. 26 Issue (7)  1223-1231<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01223","自闭症在3岁前已经发病, 目前对于自闭症儿童的诊断却要到3岁后, 滞后性的诊断使得自闭症儿童可能错过最佳干预治疗期。证据显示, 在婴幼儿早期, 联合注意与共情的发生发展可以作为3岁之前自闭症预警的重要内容。早期联合注意能力发展异常是自闭症言语和社交障碍的重要诱因; 而早期共情能力发展的偏离则可能导致自闭症儿童表现出社交障碍和沟通障碍。文章初步描绘出早期联合注意和共情的发生发展轨迹, 总结归纳了影响二者早期发生发展的三个重要方面：神经生理、遗传和环境机制。未来的研究应考虑结合分子生物学和神经成像技术, 设计更加生态化的联合注意及共情任务, 探索自闭症个体联合注意和共情损伤在大脑分子细胞层面的表征状态, 从而为自闭症的早期预警提供更加客观的指标。"
"移动健康的理论基础与效果评估","段文杰(),张洁文,何雷","2018 Vol. 26 Issue (7)  1232-1243<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01232","移动健康(mHealth)本质上是基于移动信息技术而开发的移动健康技术。在对电子健康(eHealth)和移动健康做出区分的基础上, 通过一系列实证研究的回顾, 总结出了移动健康技术的五大理论基础, 即认知行为理论、社会支持理论、行为转变理论、行为学习理论和扎根理论。进一步分析发现, 移动健康技术在心理问题解决、生理疾病管理、健康行为促进方面具有一定效果, 但仍需要更加坚实的证据。未来研究要着重探讨移动健康干预的有效性影响因素, 进一步找出影响干预有效性的作用机制, 为实现人性化的以及良好的干预效果提供证据支撑。"
"基于自我错觉的最小自我研究：具身建构论的立场","张静1,陈巍2,3()","2018 Vol. 26 Issue (7)  1244-1252<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01244","以时间延展性为标准自我被划分为最小自我和叙事自我。具身建构论认为最小自我的核心概念就是区别自我和非我, 对自我的建构论主张的辩护应当重新回到对身体本身的重视上。最小自我的病理学研究和错觉研究均表明通过对拥有感和自主感本身, 及其不同类别和相关受损的研究来探讨最小的自我、自我和他者的区别将是当前研究中卓有成效的路径。未来有关具身建构论的深化应该重视对自我成分的建构、结构的建构以及过程的建构的探讨。"
"道德提升感：一种提升道德情操的积极道德情绪","黄玺1,梁宏宇1,李放1,2,陈世民3,王巍欣1,林妙莲1,4,郑雪1()","2018 Vol. 26 Issue (7)  1253-1263<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01253","道德提升感, 是指个体看到他人的道德行为时, 欣赏他人的美德并感到自己的道德情操被提升, 而产生的一种积极道德情绪。道德提升感具有情感、身体、认知和行为等四个成分。道德提升感可采用材料与情境进行诱发, 采用标识词与量表进行测量。道德提升感的产生需要积极的内归因与积极的上行社会比较两个关键环节, 还会受他人道德行为特点与个体自身特点的影响。道德提升感的产生还引起了脑神经、自主神经和内分泌反应。亲社会行为、积极的社会认知和对自身的积极作用是道德提升感所拥有的心理效应。未来对道德提升感的研究, 可探讨它的神经与生理机制, 探索它的扩展与建构效应, 开展跨文化和本土化研究, 并将它应用于道德教育中。"
"刻板印象提升与刻板印象促进","王祯,杨丽娴()","2018 Vol. 26 Issue (7)  1264-1271<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2018.01264","刻板印象提升指个体意识到外群体具有消极刻板印象, 而产生与受诋毁的外群体向下的社会比较, 以提高个体自我效能感和动机, 进而提高表现; 刻板印象促进是积极刻板印象被激活后的积极结果, 指当个体处在他们的积极刻板印象身份被激活的情境中, 表现上升的一种现象。在刻板印象提升与刻板印象促进概念论述的基础上, 重点探讨了调节变量和结果影响这两种联系, 并从相关概念、被试要求和心理机制这三方面论述了这两者的区别。最后, 指出未来研究应加强对二者的关注, 消除其在概念上的混淆, 开展相关心理与神经机制的研究, 以及结合刻板印象阻抗进行探讨。"
